Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Total_Purchases,Fresh_Ratio,Milk_Ratio,Grocery_Ratio,Frozen_Ratio,Detergents_Paper_Ratio,Delicassen_Ratio
9.446992273315185,9.175438319966918,8.930890984450878,5.3706380281276624,7.891704659330107,7.199678345691172,10.437433822292833,0.3713942307692308,0.5320409215595016,0.4707995374921414,0.07920512709161256,0.2799800649563878,0.19804982601226814
8.861917004235215,9.19125948416339,9.166283985779263,7.47477218239787,8.099857910737585,7.482681828154651,10.412321193621326,0.21213851981001625,0.5430429902801164,0.5363030807376605,0.2301455915861079,0.3146266989920462,0.2310580953867585
8.756839814829462,9.083529205109796,8.947025655972697,7.785720896534624,8.165363632473982,8.355403407791695,10.50810402068251,0.1735318219065829,0.490499747942335,0.45813536071862127,0.25630535258021325,0.30990213538379,0.4628805454374178
9.492959650085501,7.087573705557973,8.348064228408266,8.764834214330834,6.230481447578482,7.489412083508719,10.2176411421937,0.48446002702603996,0.208997425904997,0.3926295872303923,0.48361638788931866,0.1360753083279253,0.2555401260050664
10.026412899373426,8.596189197642735,8.881697406469304,8.272826003650401,7.48324441607385,8.355403407791695,10.738589920723442,0.49056399132321044,0.3425690867193142,0.3951440606075278,0.2914173606549656,0.1963329767105738,0.33536977358214315
9.149953221961088,9.019179866515024,8.5422759717837,6.502790045915623,7.493317248862145,7.280697195384741,10.192830744564542,0.3524148259078997,0.5560665730784806,0.4380789211382332,0.15790655929256114,0.2592359825452476,0.2330755738755173
9.403189650656792,8.070906088787819,8.850230965588816,6.175867270105761,8.052296499538647,6.302618975744905,10.183616169332995,0.4581900623464954,0.3476731647836434,0.5133767033318706,0.1346742822138538,0.3444521301708233,0.1435034367180664
8.933268478636418,8.508555998020574,9.15133319139615,7.4205789054108005,8.10832229017324,7.8504931808711405,10.292755525741722,0.2567672866483721,0.40975998120779256,0.5651029963496764,0.2377891643642045,0.33542724112515093,0.2948439483709613
8.69349667588463,8.202208436436448,8.731174900938061,6.054439346269371,7.448333860897476,6.621405651764134,9.836011387411213,0.3189793516636354,0.4417497329658183,0.575525213543235,0.1507798635124264,0.3029755081744176,0.20029933734946304
8.700680734850161,9.31415970061518,9.845964366292462,7.05617528410041,8.912742634737025,7.649216319820633,10.750706838407863,0.12871287128712872,0.48757657444624813,0.6361079471873501,0.15760138992256648,0.3989023128068564,0.21204159738373263
8.121777419161074,8.59489469908009,9.470779708034089,8.38958706681109,8.695841342843883,7.4645098346365275,10.430137311649004,0.09939759036144578,0.3994370595777749,0.6189674613150394,0.3604601096772798,0.42011917133063204,0.22693637460648958
9.483948874696605,7.025538314638521,8.41715183723601,7.259116128097101,6.309918278226516,6.210600077024653,9.964582651895938,0.6183733947974975,0.22993852421137687,0.4612558400688798,0.2584477503543056,0.1606995853853596,0.1528997510858684
10.364545034067998,9.41897923708751,9.3722891389622,5.662960480135946,8.264105763728956,7.983440063006542,11.04914244753755,0.5042853281177948,0.4425887627633115,0.43237533804936035,0.067554394212308,0.24841880988089682,0.21588405389123724
9.962605157019217,8.733755131364893,9.614671504043145,8.037866234709618,8.8110561229431,6.401917196727186,10.874493716599092,0.40175342258241653,0.3428575035321732,0.5326264147877381,0.24208513961552766,0.3563706733253273,0.10676675667366196
10.112694438111465,9.155461710466193,9.40029935589935,5.68697535633982,8.528924114291936,7.682021510826875,10.891726783722866,0.4588397327327886,0.41971639148435597,0.47438039435407275,0.07397232795131437,0.30682096654399343,0.20087470877517036
9.235423152343646,7.016609683894219,8.248529124800218,5.986452005284438,6.872128101338986,6.023447592961033,9.738730826921646,0.6045044513884794,0.25628127051612154,0.47463831304666076,0.15299228333320314,0.23840358941563583,0.15585576850606764
6.928537818164665,9.084436955087027,9.402777262511231,4.970160461530537,8.413830678421084,6.985641817639208,10.228465409731605,0.036851042306441706,0.5643656763489207,0.6617501185554979,0.06957884277441423,0.4035680309505853,0.19753164474941443
8.678801706612651,8.725507328484445,7.984121958702927,6.733401891837359,5.916202062607435,8.355403407791695,9.935664284231349,0.2845107248341645,0.5460004545719499,0.3768464764831264,0.20155306549979893,0.13384719971209477,0.46564020536480355
9.831024380802413,8.75273950944749,9.22029070282935,7.698936199813447,7.92588031673756,8.065265208897733,10.673155862670484,0.43077813802686427,0.3827873685519511,0.4836128891855371,0.22597634392336063,0.2531414483388054,0.27141916841628705
8.95944014361693,7.822444729489319,9.155356063643422,6.507277712385012,7.831617276352611,6.218600119691729,10.061687167209673,0.3320954454262176,0.3263449797405386,0.6355928851228045,0.16898755410817293,0.3278457243423575,0.14623809606313806
9.772638274111136,8.416267272826277,8.434463543817241,6.9726062513017535,7.723120092266331,7.661527081358517,10.377140763947736,0.5463320463320464,0.3751115581147316,0.37854070144160373,0.18218720688749984,0.26521457718548425,0.25716776563878835
8.624791202014256,6.77078942390898,7.606387389772652,8.126813720726114,5.929589143389895,6.345636360828596,9.455323689894849,0.4357729941291585,0.26111307730357597,0.3966592389685381,0.5146009036326787,0.17133069613002574,0.21104529707347128
10.3506382821314,7.559038255443384,8.405143687607614,9.149421957006766,7.775695749915245,8.355403407791695,10.892768489237657,0.5815004183322487,0.18879064488224617,0.2882535010673211,0.4182327792250328,0.21040163543060939,0.28386631956778285
10.027826826791735,9.18778796750567,9.53191649607552,7.977968093128549,8.40804774415544,8.355403407791695,10.99189797871964,0.3813268226974238,0.4057176803735634,0.48190003917010305,0.22154533868665988,0.27471303277939263,0.31191201629640025
9.69066555029379,8.350193650720067,8.935377071932177,5.308267697401205,8.295049140435111,4.164336934042136,10.381335335804913,0.5012247682242411,0.36215842356695715,0.4852798921752798,0.07894532847427042,0.35230694333198725,0.042040302779186196
9.200189020919808,6.8690144506657065,7.959275960116396,8.05579245097777,5.493061443340548,6.726233402358747,9.795178249029277,0.5515435194472306,0.23140772999490114,0.3992777386509183,0.41902541982908914,0.116124498456915,0.21544611591850732
9.56640512978922,6.6895992691789665,8.021584533455107,6.186208623900494,4.61512051684126,6.251903883165888,9.864122829013851,0.7424975295157851,0.20436287769654488,0.3979585917202717,0.15882362572690956,0.07211809342878084,0.16413799222293488
8.322151070212902,9.585847864994196,9.978472104667052,7.055312843339752,9.06009870864564,8.355403407791695,11.09015650502452,0.06277280913281036,0.5591313080696022,0.6294100539108854,0.13294154050293883,0.3623736647913057,0.28187626560937235
